client_id	data_Source_MYINFO	data_Source_O2O	platform_code_WEB	platform_code_NON_WEB	platform_code_RM_WEB	platform_code_RM_NON_WEB	User Currency_HKD	User Currency_INR	User Currency_SGD	User Currency_USD	kristal_Views at Time of Day(0-6)	kristal_Views at Time of Day(6-12)	kristal_Views at Time of Day(12-18)	kristal_Views at Time of Day(18-24)	Monday	Tuesday	Wednesday	Thursday	Friday	Saturday	Sunday	AdvisoryRun-(1-10 Times)	AdvisoryRun-(>=11 Times)	kyc_status
14718000	0	1	1	0	0	0	0	0	0	1	-0.139356397864917	-0.18544664439771352	-0.035757731329349035	-0.0813635196461024	-0.029832497143765693	-0.08899010706832344	-0.10799692700268525	-0.10065584563446912	-0.09260269824209634	-0.12407197012786705	-0.1256745436960748	0.0	0.0	1
10591000	1	0	1	0	0	0	0	0	1	0	-0.139356397864917	-0.18544664439771352	0.03435932927791209	-0.0813635196461024	-0.029832497143765693	-0.08899010706832344	-0.10799692700268525	2.413974403198584	-0.09260269824209634	-0.12407197012786705	-0.1256745436960748	0.0	0.0	1
14473400	1	0	1	0	0	0	0	0	0	1	-0.139356397864917	-0.18544664439771352	0.03435932927791209	-0.0813635196461024	-0.029832497143765693	-0.08899010706832344	2.5253527999121057	-0.10065584563446912	-0.09260269824209634	-0.12407197012786705	-0.1256745436960748	0.0	0.0	1
11984400	0	1	0	1	0	0	0	0	1	0	-0.139356397864917	-0.18544664439771352	-0.035757731329349035	-0.0813635196461024	-0.029832497143765693	-0.08899010706832344	-0.10799692700268525	-0.10065584563446912	-0.09260269824209634	-0.12407197012786705	-0.1256745436960748	0.0	0.0	1
18691000	1	0	1	0	0	0	0	0	1	0	-0.139356397864917	-0.18544664439771352	-0.0077109070864445845	-0.0813635196461024	-0.029832497143765693	-0.08899010706832344	-0.10799692700268525	-0.10065584563446912	0.723906541985428	-0.12407197012786705	-0.1256745436960748	0.0	0.0	1
17786000	0	1	1	0	0	0	0	0	1	0	-0.139356397864917	-0.18544664439771352	-0.035757731329349035	-0.0813635196461024	-0.029832497143765693	-0.08899010706832344	-0.10799692700268525	-0.10065584563446912	-0.09260269824209634	-0.12407197012786705	-0.1256745436960748	0.0	0.0	1
16631400	1	0	1	0	0	0	0	0	0	1	1.845078707731501	-0.18544664439771352	-0.035757731329349035	-0.0813635196461024	0.026304240131057362	-0.08899010706832344	-0.10799692700268525	-0.10065584563446912	-0.09260269824209634	-0.12407197012786705	-0.1256745436960748	0.0	0.0	1
17965400	1	0	1	0	0	0	0	0	1	0	-0.139356397864917	1.4426422681938034	-0.035757731329349035	-0.0813635196461024	0.04033842444976313	-0.08899010706832344	-0.10799692700268525	-0.10065584563446912	-0.09260269824209634	-0.12407197012786705	-0.1256745436960748	0.0	0.0	1
14174400	1	0	0	1	0	0	0	0	0	1	-0.139356397864917	-0.18544664439771352	-0.02173431920789681	-0.0813635196461024	-0.029832497143765693	-0.08899010706832344	-0.10799692700268525	0.40227020413214154	-0.09260269824209634	-0.12407197012786705	-0.1256745436960748	0.0	0.0	1
13183400	1	0	1	0	0	0	0	0	1	0	3.3334050369288146	-0.18544664439771352	-0.035757731329349035	-0.0813635196461024	-0.029832497143765693	-0.08899010706832344	3.578692690678022	-0.10065584563446912	-0.09260269824209634	-0.12407197012786705	-0.1256745436960748	0.0	0.0	1
10603000	1	0	1	0	0	0	0	0	1	0	-0.139356397864917	-0.18544664439771352	-0.035757731329349035	-0.0813635196461024	-0.029832497143765693	-0.08899010706832344	-0.10799692700268525	-0.10065584563446912	-0.09260269824209634	-0.12407197012786705	-0.1256745436960748	0.0	0.0	1
